"areasymbol"|"lkey"|"areaname"|"mlraoffice"|"areaacres"|"mbrminx"|"mbrminy"|"mbrmaxx"|"mbrmaxy"
"IL193"|15813|"White County, Illinois"|"Indianapolis, IN"|321360|-88.374559075816|37.8877259855787|-87.9104789387266|38.2598584391467
"IL195"|16728|"Whiteside County, Illinois"|"Indianapolis, IN"|446170|-90.247922631325|41.5836415558572|-89.629105129009|41.9312442810101
"IL197"|11418|"Will County, Illinois"|"Indianapolis, IN"|543635|-88.2613565641131|41.2015371737892|-87.5255970092325|41.728928667965
"IL199"|12285|"Williamson County, Illinois"|"Indianapolis, IN"|284365|-89.1536676129447|37.5961920431527|-88.7067561365113|37.8633803721183
"IL201"|11663|"Winnebago County, Illinois"|"Indianapolis, IN"|332235|-89.4014221078795|42.1501012317689|-88.9397126510419|42.5005563805457
"IL203"|17209|"Woodford County, Illinois"|"Indianapolis, IN"|347410|-89.5636703252568|40.5945307809278|-88.9293415826837|40.9277472349122
"IN001"|11431|"Adams County, Indiana"|"Indianapolis, IN"|217555|-85.0738942671982|40.5683750920578|-84.8022004613046|40.9225680997079
"IN003"|11432|"Allen County, Indiana"|"Indianapolis, IN"|422407|-85.3381969123247|40.9164548227525|-84.8029377490863|41.2709646721565
"IN005"|11517|"Bartholomew County, Indiana"|"Indianapolis, IN"|262329|-86.0855633631127|39.0358838174521|-85.684548189777|39.350257917395
"IN007"|11433|"Benton County, Indiana"|"Indianapolis, IN"|260237|-87.5266230309076|40.4756407732399|-87.0936809841455|40.7369857103935
"IN009"|15635|"Blackford County, Indiana"|"Indianapolis, IN"|106022|-85.4470201535901|40.3782149632324|-85.2006184262687|40.5673441053749
"IN011"|11435|"Boone County, Indiana"|"Indianapolis, IN"|270957|-86.6958483555969|39.9224578615749|-86.2407232496419|40.1806929762501
"IN013"|14499|"Brown County, Indiana"|"Morgantown, WV"|202490|-86.3814771979981|39.048324736423|-86.0791646225774|39.3442234875148
"IN015"|11436|"Carroll County, Indiana"|"Indianapolis, IN"|239993|-86.7742525920654|40.4309905682214|-86.373393128569|40.7375905881514
"IN017"|11437|"Cass County, Indiana"|"Indianapolis, IN"|265517|-86.5817475388563|40.5613689302346|-86.1650516202602|40.9109231979096
"IN019"|11678|"Clark County, Indiana"|"Indianapolis, IN"|240736|-85.9946959157803|38.2671662258785|-85.4149139445597|38.6067614754329
"IN021"|11438|"Clay County, Indiana"|"Indianapolis, IN"|230554|-87.2408738515286|39.1682962488344|-86.939994627381|39.6071197927618
"IN023"|11439|"Clinton County, Indiana"|"Indianapolis, IN"|259270|-86.6957192886127|40.1769199350469|-86.2423741688114|40.4321412250391
"IN025"|14486|"Crawford County, Indiana"|"Morgantown, WV"|197523|-86.6815019220128|38.1043545583502|-86.2457222651358|38.4232226905583
"IN027"|11440|"Daviess County, Indiana"|"Indianapolis, IN"|279418|-87.2795680458871|38.490442691619|-86.9041091242907|38.9042164522149
"IN029"|18851|"Dearborn County, Indiana"|"Morgantown, WV"|196890|-85.1327428014114|38.9353015027204|-84.8193907992568|39.3072410063111
"IN031"|11441|"Decatur County, Indiana"|"Indianapolis, IN"|238816|-85.6872833608352|39.1307426959664|-85.2960890854167|39.4534215771942
"IN033"|11442|"De Kalb County, Indiana"|"Indianapolis, IN"|232851|-85.1940586686188|41.2642287858401|-84.8036641541134|41.5303284774042
"IN035"|11444|"Delaware County, Indiana"|"Indianapolis, IN"|253459|-85.5789307222209|40.0763989838873|-85.2143918197436|40.3795292334308
"IN037"|14487|"Dubois County, Indiana"|"Morgantown, WV"|278592|-87.0732108591096|38.2029368033392|-86.6791387173152|38.5264461648515
"IN039"|11446|"Elkhart County, Indiana"|"Indianapolis, IN"|299635|-86.0625638127303|41.4349168651321|-85.6534471354409|41.7605122938259
"IN041"|18991|"Fayette County, Indiana"|"Indianapolis, IN"|137875|-85.3015485892166|39.5254726168741|-85.0345659273358|39.7885828057676
"IN043"|11512|"Floyd County, Indiana"|"Morgantown, WV"|95764|-86.0332099306757|38.1800545851888|-85.7610371986288|38.4190496888478
"IN045"|11448|"Fountain County, Indiana"|"Indianapolis, IN"|254777|-87.4404474375422|39.9523766935305|-87.0901905449278|40.3667103763964
"IN047"|11449|"Franklin County, Indiana"|"Indianapolis, IN"|250176|-85.2986734075764|39.2682420022233|-84.8154746211352|39.5267284016269
"IN049"|11450|"Fulton County, Indiana"|"Indianapolis, IN"|237709|-86.468193010123|40.9090741672932|-85.9453917369438|41.1728877672074
"IN051"|11451|"Gibson County, Indiana"|"Indianapolis, IN"|319456|-87.9882321889787|38.1653910399969|-87.3155895988178|38.533250063735
"IN053"|11452|"Grant County, Indiana"|"Indianapolis, IN"|265511|-85.864775035137|40.3784028600895|-85.4442948471444|40.6536847645156
"IN055"|11453|"Greene County, Indiana"|"Indianapolis, IN"|349318|-87.2410624249582|38.9024237256185|-86.6819762190454|39.1718199927987
"IN057"|11454|"Hamilton County, Indiana"|"Indianapolis, IN"|257638|-86.2427594047742|39.9260624299888|-85.8619447651861|40.2189565590467
"IN059"|11455|"Hancock County, Indiana"|"Indianapolis, IN"|196570|-85.9540392540317|39.6971464099186|-85.5762377481999|39.9458814751375
"IN061"|15368|"Harrison County, Indiana"|"Morgantown, WV"|311053|-86.3294212823172|37.9582606472219|-85.8997637678715|38.4227571619431
"IN063"|11456|"Hendricks County, Indiana"|"Indianapolis, IN"|261664|-86.6952582584825|39.6007097117837|-86.3259570030961|39.9242091857054
"IN065"|11457|"Henry County, Indiana"|"Indianapolis, IN"|252499|-85.5969329999031|39.7864376902161|-85.2003441266436|40.077279408475
"IN067"|11458|"Howard County, Indiana"|"Indianapolis, IN"|188154|-86.3756495166041|40.3736496307935|-85.862151142452|40.5655416339684
"IN069"|11459|"Huntington County, Indiana"|"Indianapolis, IN"|248096|-85.64383941811|40.653125513666|-85.3346667448417|41.0052892629571
"IN071"|11461|"Jackson County, Indiana"|"Indianapolis, IN"|328819|-86.3181131496152|38.7247557177894|-85.7953981862155|39.0708467690644
"IN073"|11462|"Jasper County, Indiana"|"Amherst, MA"|359321|-87.2765494046079|40.7365513811317|-86.9296635758999|41.2862737681777
"IN075"|11514|"Jay County, Indiana"|"Indianapolis, IN"|245786|-85.2203537825301|40.3066254516145|-84.8024549223566|40.5722217291154
"IN077"|17400|"Jefferson County, Indiana"|"Indianapolis, IN"|232160|-85.6840108686042|38.5860935422807|-85.2014591585543|38.913986477988
"IN079"|15367|"Jennings County, Indiana"|"Indianapolis, IN"|242278|-85.7997980412842|38.8068299975177|-85.4399978510889|39.196122406191
"IN081"|11464|"Johnson County, Indiana"|"Indianapolis, IN"|206215|-86.2515804646534|39.3417695396304|-85.9508130277231|39.6384353543209
"IN083"|11465|"Knox County, Indiana"|"Indianapolis, IN"|335488|-87.7569581483972|38.4141173598108|-87.0907010863836|38.9078927406247
"IN085"|11466|"Kosciusko County, Indiana"|"Indianapolis, IN"|354854|-86.0775489315284|41.0418883161887|-85.6511940615387|41.436951161588
"IN087"|11830|"Lagrange County, Indiana"|"Amherst, MA"|247559|-85.6599272061677|41.5233545230127|-85.1939662991767|41.7599359925449
"IN089"|11828|"Lake County, Indiana"|"Amherst, MA"|323456|-87.5267860495599|41.1621013602267|-87.2188148649084|41.7100834911896
"IN091"|11855|"La Porte County, Indiana"|"Amherst, MA"|386688|-86.9326299765104|41.2371579939678|-86.4862195321603|41.760300359913
"IN093"|14490|"Lawrence County, Indiana"|"Morgantown, WV"|289395|-86.6834292866061|38.6866693084824|-86.2746965329952|38.992645060906
"IN095"|11470|"Madison County, Indiana"|"Indianapolis, IN"|289811|-85.8636075606368|39.9435764396639|-85.5755836468865|40.3798039913352
"IN097"|11471|"Marion County, Indiana"|"Indianapolis, IN"|257818|-86.3281294246938|39.6321988630973|-85.9379909265571|39.9275726967492
"IN099"|11472|"Marshall County, Indiana"|"Indianapolis, IN"|287885|-86.4670535970078|41.171449916207|-86.0542059936779|41.4793909031177
"IN101"|18189|"Martin County, Indiana"|"Morgantown, WV"|217888|-86.9241631453635|38.4946606373511|-86.6823179950855|38.9046710972411
"IN103"|11473|"Miami County, Indiana"|"Indianapolis, IN"|241440|-86.1690416070473|40.5626734988028|-85.8636500090285|40.9992152021192
"IN105"|14492|"Monroe County, Indiana"|"Morgantown, WV"|263206|-86.6857061908552|38.9908240237995|-86.317754735523|39.3558229577677
"IN107"|11474|"Montgomery County, Indiana"|"Indianapolis, IN"|323520|-87.0925346518919|39.864854717976|-86.6951046989491|40.214952808259
"IN109"|11475|"Morgan County, Indiana"|"Indianapolis, IN"|261914|-86.688165286769|39.3381795593788|-86.2496687294311|39.6337480110525
"IN111"|11476|"Newton County, Indiana"|"Indianapolis, IN"|258080|-87.5266958436786|40.736524376905|-87.2673235933439|41.2186460349586
"IN113"|11829|"Noble County, Indiana"|"Indianapolis, IN"|267123|-85.6547508628211|41.2638190762748|-85.1923334801993|41.5265612944998
"IN115"|18849|"Ohio County, Indiana"|"Morgantown, WV"|55795|-85.1402883583692|38.9008460147096|-84.8298916255897|39.031192688066
"IN117"|18188|"Orange County, Indiana"|"Morgantown, WV"|261376|-86.6832098389824|38.3941958180025|-86.3077284402413|38.688621465335
"IN119"|11479|"Owen County, Indiana"|"Indianapolis, IN"|248224|-87.0548983049645|39.1658036558416|-86.63082549437|39.472986891109
"IN121"|11480|"Parke County, Indiana"|"Indianapolis, IN"|287917|-87.4347279576173|39.6047863127461|-87.009477476133|39.9531215242636
"IN123"|14494|"Perry County, Indiana"|"Morgantown, WV"|246886|-86.813700478571|37.8414404969288|-86.4302368292777|38.2662658027993
"IN125"|11481|"Pike County, Indiana"|"Indianapolis, IN"|218407|-87.463086509186|38.2310012520536|-87.0722912044677|38.5524268691485
"IN127"|11482|"Porter County, Indiana"|"Amherst, MA"|268390|-87.2225874274387|41.2198637744858|-86.9296892256042|41.709771045027
"IN129"|11483|"Posey County, Indiana"|"Indianapolis, IN"|268275|-88.0974700228934|37.771629727253|-87.6881700040178|38.2303247974771
"IN131"|11485|"Pulaski County, Indiana"|"Amherst, MA"|278106|-86.9310204142752|40.9097438695514|-86.4670535970078|41.1722899263643
"IN133"|11486|"Putnam County, Indiana"|"Indianapolis, IN"|309100|-87.0147536858192|39.4702128248717|-86.6416505813511|39.8667757240925
"IN135"|11487|"Randolph County, Indiana"|"Indianapolis, IN"|290253|-85.218929355001|40.0042247564751|-84.8036840245894|40.3100868634239
"IN137"|18369|"Ripley County, Indiana"|"Indianapolis, IN"|286791|-85.4449555631335|38.9130129952933|-85.0651142576186|39.310381033903
"IN139"|11488|"Rush County, Indiana"|"Indianapolis, IN"|261267|-85.6332519575152|39.4523880897392|-85.2976585200351|39.7875786491223
"IN141"|11490|"St. Joseph County, Indiana"|"Amherst, MA"|295424|-86.5267131982935|41.4328620893516|-86.0594346542029|41.7606524370578
"IN143"|11491|"Scott County, Indiana"|"Indianapolis, IN"|123341|-85.8883905680066|38.5612802361497|-85.5701746780632|38.8320303652698
"IN145"|11493|"Shelby County, Indiana"|"Indianapolis, IN"|264012|-85.9531505664445|39.3473621283068|-85.6290591392601|39.6989478576497
"IN147"|11494|"Spencer County, Indiana"|"Morgantown, WV"|256295|-87.2689256457541|37.7822605369571|-86.7650032849427|38.205177461005
"IN149"|11495|"Starke County, Indiana"|"Amherst, MA"|199699|-86.9302156029136|41.1714499162069|-86.4662767787191|41.4329998899482
"IN151"|11496|"Steuben County, Indiana"|"Indianapolis, IN"|206438|-85.1966428298351|41.5265448662249|-84.8046634690136|41.760197533111
"IN153"|11497|"Sullivan County, Indiana"|"Indianapolis, IN"|290343|-87.6589215834434|38.9015974262825|-87.240376642872|39.2594509506697
"IN155"|14496|"Switzerland County, Indiana"|"Morgantown, WV"|143104|-85.2035041842993|38.6870422056324|-84.784239735194|38.9296355001236
"IN157"|11498|"Tippecanoe County, Indiana"|"Indianapolis, IN"|321977|-87.0952978606934|40.2143727894606|-86.6946363652283|40.5629793928352
"IN159"|11500|"Tipton County, Indiana"|"Indianapolis, IN"|166682|-86.2430316608279|40.2158334427086|-85.860279790516|40.4069177660866
"IN161"|18993|"Union County, Indiana"|"Indianapolis, IN"|105658|-85.0363309775775|39.5228298233186|-84.8143093849541|39.7292836833605
"IN163"|11501|"Vanderburgh County, Indiana"|"Indianapolis, IN"|151123|-87.700195838244|37.8258591597348|-87.4501121239738|38.1684271235119
"IN165"|11502|"Vermillion County, Indiana"|"Indianapolis, IN"|166413|-87.5333539879906|39.6072794006889|-87.3535421490113|40.1484281106084
"IN167"|11503|"Vigo County, Indiana"|"Indianapolis, IN"|262809|-87.6211852504622|39.2590866905781|-87.1990874038012|39.6082681403295
"IN169"|11504|"Wabash County, Indiana"|"Indianapolis, IN"|269504|-85.9464627761201|40.6509986744685|-85.6386069006436|41.046719830484
"IN171"|11505|"Warren County, Indiana"|"Indianapolis, IN"|234413|-87.5314464547144|40.127374945751|-87.0919772693192|40.4768856370059
"IN173"|11506|"Warrick County, Indiana"|"Indianapolis, IN"|250406|-87.473345929993|37.8779659620759|-87.017487928225|38.2461448373396
"IN175"|14497|"Washington County, Indiana"|"Morgantown, WV"|330624|-86.3099667513628|38.4181710967807|-85.8475403297412|38.7837321303286
"IN177"|11785|"Wayne County, Indiana"|"Indianapolis, IN"|258682|-85.2213627484538|39.7147565009617|-84.8107740308325|40.0063769044786
"IN179"|11508|"Wells County, Indiana"|"Indianapolis, IN"|236928|-85.449031819686|40.5668304578291|-85.0684669531237|40.9178376739602
"IN181"|11509|"White County, Indiana"|"Indianapolis, IN"|325536|-87.0998884857579|40.5612051185543|-86.5804062738373|40.9125065288225
"IN183"|11510|"Whitley County, Indiana"|"Indianapolis, IN"|216211|-85.6866248729518|41.0019213972734|-85.3076738742739|41.2953705623643
"KS001"|10532|"Allen County, Kansas"|"Indianapolis, IN"|323386|-95.5255182800436|37.7324017173967|-95.0780058358459|38.0386661235221
"KS003"|10533|"Anderson County, Kansas"|"Indianapolis, IN"|373708|-95.5190097568475|38.0377520028012|-95.065002338689|38.3904107527971
"KS005"|10535|"Atchison County, Kansas"|"Denver, CO"|278400|-95.5703887890195|39.4186014789984|-94.9688019657234|39.6530658072825
"KS007"|13085|"Barber County, Kansas"|"Temple, TX"|727431|-99.0123887381514|36.9982373463974|-98.3472866534797|37.4710227197297
"KS009"|10536|"Barton County, Kansas"|"Denver, CO"|576537|-99.0334788757083|38.2607938093971|-98.4796856789837|38.6969236068133
"KS011"|10537|"Bourbon County, Kansas"|"Indianapolis, IN"|409101|-95.0881180779955|37.6732414179131|-94.6140324749601|38.0378390131497
"KS013"|10538|"Brown County, Kansas"|"Denver, CO"|366234|-95.789101578624|39.6526671517871|-95.33969665583|40.0005470412325
"KS015"|10540|"Butler County, Kansas"|"Denver, CO"|925913|-97.1535273143697|37.4754477705642|-96.5227374570408|38.0877467732497
"KS017"|10541|"Chase County, Kansas"|"Denver, CO"|497639|-96.8413781380618|38.0856058853027|-96.3537902931282|38.5224610975951
"KS019"|10542|"Chautauqua County, Kansas"|"Denver, CO"|412454|-96.5257892192794|36.99901042583|-95.9641202338782|37.3024959070414
"KS021"|16227|"Cherokee County, Kansas"|"Indianapolis, IN"|378675|-95.0748992748529|36.9985258802346|-94.6176916203184|37.3401032487607
"KS023"|10544|"Cheyenne County, Kansas"|"Denver, CO"|653357|-102.051713283561|39.5682173789733|-101.409690799947|40.0032400035109
"KS025"|13086|"Clark County, Kansas"|"Temple, TX"|624928|-100.107460078888|36.9998662187591|-99.5411620626595|37.4748471233081
"KS027"|10545|"Clay County, Kansas"|"Denver, CO"|419610|-97.371159096975|39.1320042231864|-96.9587831139901|39.5670267711561
"KS029"|10546|"Cloud County, Kansas"|"Denver, CO"|459641|-97.9319099254261|39.3060462660207|-97.3685255418996|39.6541018557952
"KS031"|10547|"Coffey County, Kansas"|"Indianapolis, IN"|418605|-95.9591057493526|38.0380440090333|-95.5075103047944|38.434406524684
"KS033"|13087|"Comanche County, Kansas"|"Temple, TX"|505082|-99.5447052870432|36.9993674079225|-99.0003866482017|37.3843891624397
"KS035"|10548|"Cowley County, Kansas"|"Denver, CO"|724845|-97.1533651238265|36.998979377462|-96.5246662412734|37.4766038316659
"KS037"|16239|"Crawford County, Kansas"|"Indianapolis, IN"|380870|-95.0884711062303|37.3384629302195|-94.6167587278716|37.6749492939336
"KS039"|10550|"Decatur County, Kansas"|"Denver, CO"|572126|-100.740913772789|39.5671300289925|-100.177979188587|40.0021468406942
"KS041"|10551|"Dickinson County, Kansas"|"Denver, CO"|545548|-97.3812141769133|38.6090540012386|-96.8899421144246|39.1335265552813
"KS043"|10552|"Doniphan County, Kansas"|"Denver, CO"|254228|-95.3399050399365|39.623597558539|-94.8582547166883|40.0000223624879
"KS045"|10553|"Douglas County, Kansas"|"Denver, CO"|303808|-95.5015774957876|38.7385102848804|-95.0559323332315|39.0697990331345
"KS047"|10554|"Edwards County, Kansas"|"Denver, CO"|397939|-99.5705200967899|37.73309401415|-99.0133228440698|38.0882170330501
"KS049"|10555|"Elk County, Kansas"|"Denver, CO"|416333|-96.52586369118|37.2993790410281|-95.9609755459816|37.6070696971426
"KS051"|10556|"Ellis County, Kansas"|"Denver, CO"|576288|-99.5984238782544|38.6964915359378|-99.0374546504873|39.1332545269561
"KS053"|10557|"Ellsworth County, Kansas"|"Denver, CO"|462707|-98.4861148596868|38.5218113625626|-97.9244303711287|38.8711687581077
"KS055"|10558|"Finney County, Kansas"|"Denver, CO"|833741|-101.103767300599|37.7363229650269|-100.22559405216|38.2652219931113
"KS057"|10559|"Ford County, Kansas"|"Denver, CO"|703373|-100.227623957989|37.4671502099614|-99.5561273255196|37.9140267519367
"KS059"|16236|"Franklin County, Kansas"|"Indianapolis, IN"|369427|-95.5087880771216|38.3897657048745|-95.0564466306423|38.7389102548342
"KS061"|10561|"Geary County, Kansas"|"Denver, CO"|258611|-96.9634859811376|38.8695951306071|-96.5009615253035|39.2201289153254
"KS063"|10563|"Gove County, Kansas"|"Denver, CO"|685958|-100.818768171287|38.6973358967117|-100.14790579162|39.133501360489
"KS065"|10564|"Graham County, Kansas"|"Denver, CO"|575079|-100.164285543187|39.1317338264217|-99.6017126829873|39.5674893127285
"KS067"|10565|"Grant County, Kansas"|"Denver, CO"|368153|-101.527090409622|37.3878127169135|-101.089401516301|37.736409608932
"KS069"|10566|"Gray County, Kansas"|"Denver, CO"|556045|-100.665161784898|37.474631353973|-100.21474063318|38.0025393083819
"KS071"|10567|"Greeley County, Kansas"|"Denver, CO"|498157|-102.045230913693|38.2623481058085|-101.567054914723|38.6996326190291
"KS073"|10568|"Greenwood County, Kansas"|"Denver, CO"|737472|-96.5257588066752|37.6037476422571|-95.958086322126|38.1728992668978
